G,ECODE,BP_PRE_1900,BP_1900_1918,BP_1919_1929,BP_1930_1939,BP_1945_1954,BP_1955_1964,BP_1965_1972,BP_1973_1982,BP_1983_1992,BP_1993_1999,BP_2000_2009,BP_2010_2015,BP_UNKNOWN,ALL_PROPERTIES
LSOA,E01001413,2.5,2.5,10,80,10,10,0,0,2.5,0,0,0,0,110
LSOA,E01001413,2.5,2.5,0,10,0,2.5,0,0,0,0,0,2.5,0,10
LSOA,E01001413,2.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01001414,2.5,2.5,10,30,120,20,480,0,0,2.5,40,0,2.5,690
LSOA,E01001414,0,0,0,0,2.5,0,370,0,0,0,0,0,0,370
LSOA,E01001414,0,0,0,0,20,10,90,0,0,0,0,0,0,120
LSOA,E01001414,0,0,0,0,0,0,0,0,0,0,2.5,0,0,2.5
LSOA,E01001414,0,0,10,20,90,10,30,0,0,0,30,0,2.5,190
LSOA,E01001414,2.5,0,0,2.5,10,2.5,0,0,0,0,2.5,0,0,20
LSOA,E01001414,0,2.5,2.5,0,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01001414,0,0,0,0,0,0,0,0,0,0,2.5,0,0,2.5
LSOA,E01001414,0,0,0,0,0,0,0,0,0,2.5,0,0,0,2.5
LSOA,E01001415,2.5,0,2.5,310,50,150,60,110,2.5,0,60,0,2.5,740
LSOA,E01001415,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01001415,0,0,0,2.5,0,2.5,0,30,0,0,0,0,0,40
LSOA,E01001415,0,0,2.5,60,0,20,20,20,0,0,0,0,2.5,110
LSOA,E01001415,0,0,0,70,20,60,2.5,60,0,0,30,0,2.5,250
LSOA,E01001415,2.5,0,0,10,0,2.5,30,0,0,0,10,0,0,50
LSOA,E01001415,0,0,0,70,2.5,10,10,0,2.5,0,20,0,0,100
LSOA,E01001415,0,0,0,100,20,60,10,2.5,2.5,0,2.5,0,0,190
LSOA,E01001415,0,0,0,0,0,0,0,2.5,0,0,0,0,0,2.5
LSOA,E01001416,0,0,0,430,130,30,2.5,0,20,2.5,0,0,0,610
LSOA,E01001416,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01001416,0,0,0,0,0,0,0,0,10,0,0,0,0,10
LSOA,E01001416,0,0,0,2.5,0,0,0,0,10,0,0,0,0,10
LSOA,E01001416,0,0,0,2.5,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01001416,0,0,0,30,0,10,0,0,2.5,0,0,0,0,40
LSOA,E01001416,0,0,0,310,110,20,0,0,0,0,0,0,0,440
LSOA,E01001416,0,0,0,90,10,10,2.5,0,0,2.5,0,0,0,120
LSOA,E01001416,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01001417,30,20,10,140,30,250,10,10,10,20,70,30,10,640
LSOA,E01001417,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01001417,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01001417,0,0,0,0,2.5,0,0,0,0,0,0,0,0,2.5
LSOA,E01001417,20,20,0,0,0,0,0,0,0,0,0,0,0,30
LSOA,E01001417,10,2.5,0,0,0,20,0,0,0,0,10,0,2.5,40
LSOA,E01001417,10,0,0,10,0,0,0,0,0,0,10,2.5,0,20
LSOA,E01001417,2.5,0,2.5,50,20,160,2.5,2.5,2.5,10,30,10,2.5,270
LSOA,E01001417,0,2.5,10,80,10,70,10,10,10,10,20,30,2.5,270
LSOA,E01001418,2.5,2.5,2.5,420,70,40,60,10,50,2.5,50,30,0,740
LSOA,E01001418,0,0,0,2.5,0,0,10,0,0,0,0,0,0,20
LSOA,E01001418,0,0,0,10,0,0,10,0,0,0,0,0,0,20
LSOA,E01001418,0,0,0,40,20,20,10,10,30,0,10,0,0,150
LSOA,E01001418,0,2.5,2.5,20,10,2.5,20,0,20,2.5,40,2.5,0,120
LSOA,E01001418,2.5,2.5,0,50,20,2.5,0,0,0,0,2.5,20,0,100
LSOA,E01001418,0,0,0,240,20,10,2.5,0,0,0,2.5,2.5,0,280
LSOA,E01001418,2.5,0,0,50,2.5,2.5,0,0,0,0,0,0,0,60
LSOA,E01001418,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01001419,10,2.5,20,330,140,120,110,2.5,2.5,50,30,2.5,2.5,810
LSOA,E01001419,0,0,0,2.5,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01001419,0,0,0,2.5,10,0,0,0,0,0,0,0,0,10
LSOA,E01001419,0,2.5,0,2.5,100,30,20,0,2.5,0,0,0,2.5,160
LSOA,E01001419,10,0,10,30,30,90,30,2.5,0,2.5,0,2.5,0,200
LSOA,E01001419,2.5,0,2.5,60,0,0,70,0,0,20,20,0,2.5,170
LSOA,E01001419,0,0,0,160,2.5,0,0,0,0,30,10,0,0,190
LSOA,E01001419,0,0,0,80,2.5,0,0,0,0,0,2.5,0,0,80
LSOA,E01001419,0,0,0,2.5,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01001420,0,2.5,340,60,50,30,10,50,50,2.5,2.5,0,0,590
LSOA,E01001420,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01001420,0,0,2.5,0,0,10,0,0,0,0,0,0,0,20
LSOA,E01001420,0,0,10,0,2.5,0,10,30,0,0,0,0,0,50
LSOA,E01001420,0,0,250,2.5,40,20,0,20,40,2.5,0,0,0,360
LSOA,E01001420,0,0,70,20,2.5,0,0,0,10,0,0,0,0,100
LSOA,E01001420,0,2.5,10,20,10,2.5,2.5,0,0,2.5,0,0,0,50
LSOA,E01001420,0,2.5,2.5,20,0,2.5,0,0,0,0,2.5,0,0,20
LSOA,E01001420,0,0,0,2.5,0,0,0,2.5,0,2.5,0,0,0,2.5
LSOA,E01001421,40,10,120,120,40,50,200,60,80,30,10,0,0,770
LSOA,E01001421,0,0,0,2.5,0,0,70,0,0,0,0,0,0,80
LSOA,E01001421,0,0,0,0,0,2.5,80,0,0,0,0,0,0,80
LSOA,E01001421,2.5,2.5,2.5,60,0,10,20,0,10,0,2.5,0,0,100
LSOA,E01001421,20,0,60,30,30,50,20,50,30,0,0,0,0,290
LSOA,E01001421,10,2.5,50,2.5,10,0,10,10,40,2.5,10,0,0,140
LSOA,E01001421,2.5,2.5,10,10,2.5,2.5,0,10,0,30,2.5,0,0,60
LSOA,E01001421,2.5,10,0,10,2.5,0,0,2.5,0,2.5,0,0,0,20
LSOA,E01001421,0,0,0,2.5,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01001422,50,50,10,90,50,160,50,20,20,20,70,10,2.5,610
LSOA,E01001422,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01001422,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01001422,0,0,0,0,0,0,10,0,0,0,0,0,2.5,10
LSOA,E01001422,2.5,10,0,0,0,0,0,0,2.5,0,0,0,0,10
LSOA,E01001422,2.5,2.5,0,0,0,0,0,0,10,0,0,0,0,20
LSOA,E01001422,10,2.5,0,0,0,2.5,0,0,0,0,2.5,0,0,10
LSOA,E01001422,10,20,2.5,40,30,100,20,2.5,2.5,10,20,2.5,0,250
LSOA,E01001422,20,30,10,60,20,50,20,20,10,20,50,10,2.5,310
LSOA,E01001423,30,20,130,250,2.5,0,40,60,30,0,30,2.5,2.5,600
LSOA,E01001423,2.5,10,0,0,0,0,0,20,0,0,0,0,0,40
LSOA,E01001423,2.5,0,2.5,0,0,0,0,20,0,0,0,2.5,2.5,30
LSOA,E01001423,10,0,10,30,0,0,40,30,30,0,20,0,0,160
LSOA,E01001423,2.5,2.5,120,210,2.5,0,2.5,0,10,0,10,0,0,350
LSOA,E01001423,10,0,2.5,10,2.5,0,0,0,0,0,10,0,0,30
LSOA,E01001423,0,0,0,0,0,0,2.5,0,0,0,0,0,0,2.5
LSOA,E01001423,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01001423,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01001424,2.5,0,0,0,0,0,0,0,0,100,440,2.5,0,540
LSOA,E01001424,0,0,0,0,0,0,0,0,0,20,0,0,0,20
LSOA,E01001424,0,0,0,0,0,0,0,0,0,50,10,0,0,60
LSOA,E01001424,2.5,0,0,0,0,0,0,0,0,10,280,0,0,290
LSOA,E01001424,0,0,0,0,0,0,0,0,0,10,110,2.5,0,130
LSOA,E01001424,0,0,0,0,0,0,0,0,0,2.5,40,0,0,40
LSOA,E01001424,0,0,0,0,0,0,0,0,0,0,10,0,0,10
LSOA,E01001424,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01001424,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01001425,130,70,70,70,110,0,0,120,20,90,50,30,0,770
LSOA,E01001425,20,0,0,70,0,0,0,0,0,0,40,0,0,120
LSOA,E01001425,20,10,2.5,0,20,0,0,70,10,2.5,10,10,0,140
LSOA,E01001425,70,50,2.5,0,90,0,0,60,10,50,10,20,0,370
LSOA,E01001425,10,10,60,10,2.5,0,0,0,0,30,2.5,2.5,0,120
LSOA,E01001425,10,2.5,2.5,0,0,0,0,0,0,10,2.5,0,0,20
LSOA,E01001425,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01001425,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01001425,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01001426,100,20,2.5,260,0,190,0,20,40,0,2.5,0,0,630
LSOA,E01001426,2.5,0,0,10,0,0,0,0,0,0,0,0,0,10
LSOA,E01001426,10,2.5,0,10,0,50,0,20,20,0,2.5,0,0,110
LSOA,E01001426,80,10,0,30,0,110,0,0,20,0,0,0,0,240
LSOA,E01001426,10,10,2.5,200,0,30,0,0,0,0,2.5,0,0,250
LSOA,E01001426,0,2.5,0,10,0,0,0,0,0,0,0,0,0,10
LSOA,E01001426,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01001426,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01001426,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01001427,110,30,10,110,0,0,330,0,50,0,20,0,0,650
LSOA,E01001427,0,0,0,30,0,0,200,0,0,0,0,0,0,230
LSOA,E01001427,20,2.5,0,10,0,0,110,0,50,0,0,0,0,180
LSOA,E01001427,90,20,10,40,0,0,2.5,0,2.5,0,20,0,0,180
LSOA,E01001427,10,10,0,40,0,0,10,0,0,0,2.5,0,0,60
LSOA,E01001427,0,0,0,2.5,0,0,10,0,0,0,0,0,0,10
LSOA,E01001427,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01001427,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01001427,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01001428,10,90,260,90,0,60,0,30,2.5,60,10,0,2.5,610
LSOA,E01001428,0,2.5,0,0,0,0,0,0,0,10,0,0,0,20
LSOA,E01001428,2.5,10,0,10,0,20,0,20,0,20,10,0,0,80
LSOA,E01001428,10,80,2.5,2.5,0,30,0,2.5,0,30,0,0,2.5,160
LSOA,E01001428,0,0,250,70,0,2.5,0,2.5,2.5,10,2.5,0,0,330
LSOA,E01001428,0,0,10,10,0,0,0,0,0,0,2.5,0,0,20
LSOA,E01001428,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01001428,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01001428,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01001429,40,40,2.5,10,80,0,530,0,20,80,290,0,2.5,1100
LSOA,E01001429,0,2.5,2.5,0,50,0,510,0,0,0,0,0,0,560
LSOA,E01001429,10,10,2.5,10,40,0,20,0,20,10,30,0,0,140
LSOA,E01001429,30,20,2.5,2.5,0,0,0,0,0,60,180,0,0,300
LSOA,E01001429,10,2.5,0,0,0,0,0,0,0,10,70,0,0,80
LSOA,E01001429,0,2.5,0,0,0,0,0,0,0,2.5,10,0,2.5,20
LSOA,E01001429,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01001429,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01001429,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01001430,40,80,0,0,200,160,2.5,140,20,10,0,10,2.5,660
LSOA,E01001430,2.5,2.5,0,0,100,90,0,0,0,0,0,0,0,190
LSOA,E01001430,0,2.5,0,0,60,20,0,50,0,0,0,0,2.5,120
LSOA,E01001430,20,70,0,0,40,50,2.5,70,20,10,0,0,2.5,300
LSOA,E01001430,10,0,0,0,2.5,10,0,10,0,0,0,10,0,40
LSOA,E01001430,2.5,0,0,0,0,0,0,10,0,0,0,0,0,10
LSOA,E01001430,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01001430,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01001430,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01001431,100,40,140,20,20,0,20,10,140,160,20,2.5,2.5,640
LSOA,E01001431,2.5,2.5,2.5,0,0,0,0,0,0,0,0,2.5,0,10
LSOA,E01001431,20,2.5,0,2.5,0,0,10,2.5,80,130,0,0,0,240
LSOA,E01001431,60,30,130,10,10,0,10,0,30,30,10,0,2.5,310
LSOA,E01001431,20,2.5,10,10,10,0,0,2.5,30,0,10,0,2.5,80
LSOA,E01001431,0,0,2.5,2.5,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01001431,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01001431,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01001431,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01001432,400,30,20,150,30,0,10,30,0,10,70,2.5,2.5,750
LSOA,E01001432,40,10,0,20,0,0,0,10,0,0,0,0,2.5,80
LSOA,E01001432,50,10,2.5,50,10,0,10,20,0,10,10,0,0,160
LSOA,E01001432,230,10,2.5,50,20,0,0,2.5,0,0,40,0,0,360
LSOA,E01001432,70,2.5,10,40,2.5,0,0,2.5,0,0,10,0,0,130
LSOA,E01001432,10,2.5,2.5,2.5,0,0,0,0,0,0,10,2.5,0,20
LSOA,E01001432,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01001432,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01001432,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01001433,2.5,0,470,20,2.5,30,0,2.5,0,10,60,10,0,600
LSOA,E01001433,0,0,2.5,0,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01001433,2.5,0,2.5,2.5,2.5,0,0,0,0,10,0,0,0,20
LSOA,E01001433,0,0,430,20,0,2.5,0,0,0,0,10,2.5,0,460
LSOA,E01001433,0,0,20,2.5,0,30,0,0,0,2.5,30,2.5,0,90
LSOA,E01001433,2.5,0,2.5,0,0,2.5,0,2.5,0,0,20,0,0,30
LSOA,E01001433,0,0,0,0,0,0,0,0,0,0,10,0,0,10
LSOA,E01001433,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01001433,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01001434,0,0,30,420,0,90,20,10,10,0,2.5,2.5,0,570
LSOA,E01001434,0,0,0,10,0,0,10,0,0,0,0,0,0,20
LSOA,E01001434,0,0,0,30,0,0,10,2.5,0,0,0,0,0,40
LSOA,E01001434,0,0,30,190,0,0,0,2.5,10,0,0,2.5,0,230
LSOA,E01001434,0,0,2.5,170,0,80,0,0,0,0,0,2.5,0,250
LSOA,E01001434,0,0,0,20,0,2.5,0,0,0,0,2.5,0,0,20
LSOA,E01001434,0,0,0,10,0,2.5,0,0,0,0,0,0,0,10
LSOA,E01001434,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01001434,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01001435,0,0,0,410,70,0,10,10,2.5,0,2.5,2.5,0,500
LSOA,E01001435,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01001435,0,0,0,2.5,2.5,0,10,0,2.5,0,0,0,0,10
LSOA,E01001435,0,0,0,190,2.5,0,0,10,0,0,2.5,0,0,200
LSOA,E01001435,0,0,0,200,70,0,0,0,0,0,0,0,0,270
LSOA,E01001435,0,0,0,20,2.5,0,0,0,0,0,0,2.5,0,20
LSOA,E01001435,0,0,0,10,0,0,0,0,0,0,0,0,0,10
LSOA,E01001435,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01001435,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01001436,50,50,70,420,20,10,20,2.5,2.5,2.5,10,20,0,670
LSOA,E01001436,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01001436,10,2.5,2.5,70,0,0,0,0,0,0,0,2.5,0,70
LSOA,E01001436,20,2.5,30,30,10,2.5,0,0,0,0,2.5,2.5,0,100
LSOA,E01001436,20,50,40,280,10,10,20,0,0,0,2.5,10,0,430
LSOA,E01001436,0,0,10,40,2.5,2.5,2.5,2.5,2.5,0,2.5,2.5,0,60
LSOA,E01001436,0,0,0,10,0,0,0,0,0,2.5,0,0,0,10
LSOA,E01001436,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01001436,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01001437,0,0,20,50,0,320,130,100,140,0,210,2.5,2.5,980
LSOA,E01001437,0,0,0,0,0,100,100,0,0,0,0,0,2.5,200
LSOA,E01001437,0,0,2.5,10,0,2.5,30,70,100,0,0,0,2.5,210
LSOA,E01001437,0,0,10,20,0,40,0,2.5,40,0,140,0,0,260
LSOA,E01001437,0,0,2.5,20,0,150,0,30,0,0,60,2.5,0,260
LSOA,E01001437,0,0,0,0,0,30,0,0,0,0,20,0,0,40
LSOA,E01001437,0,0,0,0,0,2.5,0,0,0,0,0,0,0,2.5
LSOA,E01001437,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01001437,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01001438,40,10,2.5,350,10,2.5,50,20,2.5,60,30,10,2.5,590
LSOA,E01001438,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01001438,10,0,0,20,2.5,0,2.5,0,0,0,0,0,0,30
LSOA,E01001438,20,2.5,0,50,10,2.5,20,20,0,30,30,10,0,190
LSOA,E01001438,10,10,2.5,210,2.5,0,30,0,2.5,30,0,0,2.5,290
LSOA,E01001438,10,0,2.5,60,2.5,2.5,2.5,0,0,0,0,0,2.5,80
LSOA,E01001438,2.5,0,0,10,0,0,0,0,0,0,0,0,0,10
LSOA,E01001438,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01001438,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01001439,60,50,50,370,10,10,120,60,20,20,40,2.5,0,780
LSOA,E01001439,2.5,0,2.5,10,0,0,50,0,0,0,0,0,0,60
LSOA,E01001439,10,10,2.5,200,2.5,2.5,10,20,10,20,10,0,0,290
LSOA,E01001439,20,10,40,20,2.5,0,30,30,2.5,0,20,0,0,170
LSOA,E01001439,20,30,2.5,130,10,10,30,10,2.5,0,10,2.5,0,250
LSOA,E01001439,2.5,0,2.5,10,0,2.5,0,0,0,0,0,0,0,20
LSOA,E01001439,0,0,0,2.5,0,2.5,0,0,0,0,2.5,0,0,10
LSOA,E01001439,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01001439,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01001440,2.5,20,10,430,2.5,60,2.5,70,0,0,2.5,10,0,600
LSOA,E01001440,2.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01001440,0,10,2.5,10,0,30,0,20,0,0,2.5,2.5,0,70
LSOA,E01001440,0,2.5,10,190,0,30,0,40,0,0,0,2.5,0,270
LSOA,E01001440,0,10,0,190,2.5,2.5,0,10,0,0,0,2.5,0,220
LSOA,E01001440,0,2.5,2.5,30,0,0,2.5,0,0,0,0,0,0,40
LSOA,E01001440,0,0,0,10,0,0,2.5,0,0,0,0,0,0,10
LSOA,E01001440,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01001440,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01001441,80,2.5,40,180,0,30,230,20,10,30,10,2.5,0,620
LSOA,E01001441,0,0,0,0,0,2.5,200,0,0,0,0,0,0,210
LSOA,E01001441,2.5,2.5,0,2.5,0,2.5,10,2.5,10,0,0,0,0,30
LSOA,E01001441,30,2.5,40,90,0,10,20,10,0,20,10,2.5,0,230
LSOA,E01001441,40,0,0,70,0,20,0,10,0,10,0,0,0,140
LSOA,E01001441,10,0,2.5,10,0,0,0,0,2.5,0,0,0,0,20
LSOA,E01001441,0,0,2.5,2.5,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01001441,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01001441,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01001442,90,80,30,80,2.5,190,120,20,10,20,40,2.5,0,690
LSOA,E01001442,2.5,0,0,0,0,100,100,0,0,0,0,0,0,200
LSOA,E01001442,20,10,0,2.5,0,2.5,0,10,0,2.5,0,0,0,50
LSOA,E01001442,40,20,20,2.5,0,60,0,10,10,10,30,2.5,0,210
LSOA,E01001442,40,40,10,70,2.5,20,20,0,0,2.5,10,2.5,0,210
LSOA,E01001442,2.5,2.5,2.5,10,0,2.5,2.5,0,0,2.5,2.5,0,0,20
LSOA,E01001442,0,0,0,2.5,0,0,0,0,0,2.5,0,0,0,2.5
LSOA,E01001442,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01001442,0,0,0,0,0,0,0,0,0,2.5,0,0,0,2.5
LSOA,E01001444,10,80,2.5,180,60,280,10,20,2.5,2.5,0,2.5,0,640
LSOA,E01001444,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01001444,2.5,20,2.5,10,0,0,0,2.5,0,0,0,0,0,40
LSOA,E01001444,0,20,0,10,20,70,10,20,0,0,0,0,0,160
LSOA,E01001444,10,30,2.5,140,30,200,0,2.5,2.5,0,0,2.5,0,410
LSOA,E01001444,0,10,0,10,2.5,2.5,0,0,0,2.5,0,0,0,30
LSOA,E01001444,0,2.5,0,2.5,2.5,2.5,0,0,0,0,0,0,0,10
LSOA,E01001444,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01001444,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01001445,200,40,2.5,100,10,20,100,10,150,10,290,330,2.5,1270
LSOA,E01001445,2.5,0,2.5,2.5,0,0,0,0,0,0,2.5,0,0,10
LSOA,E01001445,20,2.5,0,0,0,10,50,2.5,70,0,20,0,0,170
LSOA,E01001445,80,2.5,0,50,2.5,2.5,40,10,70,0,90,290,2.5,640
LSOA,E01001445,100,20,0,40,10,2.5,10,0,10,10,150,20,0,370
LSOA,E01001445,10,20,0,10,2.5,0,2.5,0,0,0,20,20,0,70
LSOA,E01001445,2.5,0,0,2.5,0,0,0,0,0,0,10,0,0,10
LSOA,E01001445,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01001445,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01001446,360,60,10,50,10,30,20,20,50,20,70,10,0,730
LSOA,E01001446,2.5,10,0,0,0,0,0,0,0,0,0,0,0,10
LSOA,E01001446,50,10,2.5,2.5,2.5,10,2.5,2.5,30,20,0,0,0,120
LSOA,E01001446,70,10,2.5,10,10,20,10,10,20,10,60,10,0,230
LSOA,E01001446,210,30,2.5,30,10,10,10,10,0,0,10,2.5,0,310
LSOA,E01001446,30,10,2.5,10,2.5,0,2.5,0,2.5,0,10,2.5,0,60
LSOA,E01001446,10,2.5,2.5,2.5,0,0,0,0,0,0,0,0,0,10
LSOA,E01001446,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01001446,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01001447,110,70,0,120,70,40,40,240,50,10,50,10,0,800
LSOA,E01001447,10,0,0,0,2.5,0,2.5,0,0,0,0,0,0,20
LSOA,E01001447,20,10,0,2.5,2.5,20,2.5,70,30,0,2.5,2.5,0,160
LSOA,E01001447,30,10,0,40,50,0,40,10,10,10,50,2.5,0,230
LSOA,E01001447,30,40,0,70,10,20,2.5,160,10,0,2.5,2.5,0,350
LSOA,E01001447,10,10,0,10,10,2.5,0,2.5,0,0,0,0,0,40
LSOA,E01001447,2.5,0,0,2.5,0,0,0,0,2.5,0,0,2.5,0,10
LSOA,E01001447,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01001447,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01001448,200,240,30,40,2.5,2.5,20,100,10,20,0,2.5,0,670
LSOA,E01001448,2.5,20,0,0,0,0,0,0,0,0,0,0,0,20
LSOA,E01001448,30,20,0,2.5,0,0,0,50,10,0,0,0,0,110
LSOA,E01001448,20,20,0,2.5,2.5,2.5,2.5,10,0,20,0,0,0,80
LSOA,E01001448,130,180,20,30,2.5,2.5,20,40,2.5,0,0,0,0,430
LSOA,E01001448,10,2.5,2.5,10,2.5,0,2.5,0,0,0,0,0,0,30
LSOA,E01001448,0,2.5,2.5,2.5,0,0,0,0,0,0,0,2.5,0,2.5
LSOA,E01001448,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01001448,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01001449,100,0,2.5,270,60,2.5,10,70,30,20,2.5,10,2.5,570
LSOA,E01001449,20,0,0,0,0,0,0,0,0,0,0,0,0,20
LSOA,E01001449,10,0,0,10,0,0,2.5,0,30,0,0,0,0,50
LSOA,E01001449,40,0,0,40,60,2.5,2.5,30,2.5,10,0,10,0,200
LSOA,E01001449,30,0,2.5,220,2.5,0,2.5,40,0,10,2.5,2.5,2.5,310
LSOA,E01001449,2.5,0,0,2.5,0,0,2.5,0,0,2.5,0,0,0,10
LSOA,E01001449,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01001449,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01001449,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01001450,100,40,20,110,50,150,160,70,120,30,160,10,2.5,1010
LSOA,E01001450,10,10,0,0,0,0,0,0,0,0,0,0,0,10
LSOA,E01001450,10,2.5,2.5,0,2.5,10,20,0,10,0,2.5,0,0,60
LSOA,E01001450,20,20,10,30,50,100,40,0,70,10,10,0,0,340
LSOA,E01001450,30,10,10,20,0,10,50,20,30,10,10,10,2.5,210
LSOA,E01001450,20,0,0,10,2.5,10,30,40,10,0,110,2.5,2.5,220
LSOA,E01001450,2.5,10,2.5,40,2.5,20,10,2.5,0,2.5,20,0,0,110
LSOA,E01001450,10,2.5,2.5,20,2.5,10,10,0,0,0,10,0,0,60
LSOA,E01001450,2.5,0,0,0,0,2.5,0,0,0,0,0,0,0,2.5
LSOA,E01001451,70,40,220,110,30,10,80,2.5,90,10,10,2.5,2.5,680
LSOA,E01001451,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01001451,0,2.5,0,0,0,0,2.5,0,20,0,0,0,0,20
LSOA,E01001451,10,2.5,2.5,0,2.5,0,40,0,30,2.5,0,0,2.5,80
LSOA,E01001451,30,2.5,0,0,20,10,30,0,20,10,2.5,0,0,110
LSOA,E01001451,20,10,110,50,2.5,0,10,0,30,0,10,0,0,230
LSOA,E01001451,10,20,60,20,10,2.5,2.5,0,2.5,2.5,0,0,0,120
